ID,sample06/19/23,Time06/19/23,sample06/21/23,Time06/21/23,sample06/22/23,Time06/22/23,sample06/23/23,Time06/23/23,sample06/26/23,Time06/26/23,sample06/27/23,Time06/27/23,sample06/28/23,Time06/28/23,sample06/29/23,Time06/29/23,sample07/03/23,Time07/03/23,sample07/05/23,Time07/05/23,sample07/06/23,Time07/06/23,sample07/07/23,Time07/07/23,sample07/10/23,Time07/10/23,sample07/11/23,Time07/11/23,sample07/12/23,Time07/12/23,sample07/13/23,Time07/13/23,sample07/17/23,Time07/17/23,sample07/18/23,Time07/18/23,sample07/19/23,Time07/19/23,sample07/20/23,Time07/20/23,sample07/24/23,Time07/24/23,sample07/25/23,Time07/25/23,sample07/26/23,Time07/26/23,sample07/27/23,Time07/27/23,sample07/31/23,Time07/31/23,sample08/01/23,Time08/01/23,sample08/02/23,Time08/02/23,sample08/03/23,Time08/03/23,sample08/07/23,Time08/07/23,sample08/08/23,Time08/08/23,sample08/09/23,Time08/09/23,sample08/10/23,Time08/10/23,sample08/14/23,Time08/14/23,sample08/15/23,Time08/15/23,sample08/16/24,Time08/16/25,Harvest Date
NM09,65.00,6/19/23 18:20,59.6,6/21/23 17:05,55.4,6/22/23 17:20,62.20,6/23/23 10:00,68.20,6/26/23 15:20,65.1,6/27/23 18:30,62.7,6/28/2023 12:40:00,68.40,6/29/23 18:00,68.90,7/3/23 16:30,63.3,7/5/23 10:40,67.60,7/6/23 17:30,62.4,7/7/23 18:00,68.7,7/10/23 17:35,66.6,7/11/12 15:20,,,70.60,7/13/23 18:25,74.30,7/17/23 12:55,68,7/18/23 17:55,,,67.50,7/20/23 14:45,66.80,7/24/23 16:35,,,,,68.60,7/27/23 16:30,69.40,7/31/23 17:30,66.7,8/1/23 16:20,,,67.2,8/3/23 16:00,68.10,8/7/23 11:30,,,,,64.9,8/10/23 17:30,47.4,8/14/23 16:30,46.5,8/15/23 17:30,45.9,8/16/23 13:17,
NM11,67.60,6/19/23 18:20,62.2,6/21/23 17:05,58.3,6/22/23 17:20,65.70,6/23/23 10:00,70.80,6/26/23 15:20,66.5,6/27/23 18:30,63.7,6/28/2023 12:40:00,69.10,6/29/23 18:00,70.00,7/3/23 16:30,64.6,7/5/23 10:40,68.50,7/6/23 17:30,63.7,7/7/23 18:00,71.3,7/10/23 17:35,69.5,7/11/12 15:20,,,73.10,7/13/23 18:25,75.60,7/17/23 12:55,69.1,7/18/23 17:55,,,69.70,7/20/23 14:45,70.30,7/24/23 16:35,,,,,71.30,7/27/23 16:30,71.60,7/31/23 17:30,68.1,8/1/23 16:20,,,68.7,8/3/23 16:00,50.5,8/7/23 11:30,48.9,8/8/23 17:30,48.5,8/9/23 9:33,,,,,,,,,
NM12,66.30,6/19/23 18:20,60.3,6/21/23 17:05,56.8,6/22/23 17:20,64.50,6/23/23 10:00,70.30,6/26/23 15:20,66.2,6/27/23 18:30,63.3,6/28/2023 12:40:00,68.70,6/29/23 18:00,70.00,7/3/23 16:30,62.7,7/5/23 10:40,66.10,7/6/23 17:30,60.7,7/7/23 18:00,67.6,7/10/23 17:35,65.5,7/11/12 15:20,,,68.40,7/13/23 18:25,71.20,7/17/23 12:55,65.5,7/18/23 17:55,,,66.30,7/20/23 14:45,48.1,7/24/23 16:35,46.8,7/25/23 17:50,46.5,7/26/23 9:26,,,,,,,,,,,,,,,,,,,,,,,,,
NM13,66.70,6/19/23 18:20,62.1,6/21/23 17:05,58.2,6/22/23 17:20,65.30,6/23/23 10:00,70.50,6/26/23 15:20,66.4,6/27/23 18:30,63.1,6/28/2023 12:40:00,67.70,6/29/23 18:00,70.00,7/3/23 16:30,65.5,7/5/23 10:40,69.60,7/6/23 17:30,64.7,7/7/23 18:00,73.4,7/10/23 17:35,71.5,7/11/12 15:20,,,73.40,7/13/23 18:25,73.50,7/17/23 12:55,69.4,7/18/23 11:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM07,65.80,6/19/23 18:20,61.1,6/21/23 17:05,57.7,6/22/23 17:20,65.20,6/23/23 10:00,71.10,6/26/23 15:20,66.5,6/27/23 18:30,63.3,6/28/2023 13:30:00,68.10,6/29/23 18:00,69.50,7/3/23 16:30,61,7/5/23 10:40,65.00,7/6/23 17:30,59.9,7/7/23 18:00,68.6,7/10/23 17:35,66.8,7/11/12 15:20,,,69.70,7/13/23 18:25,73.00,7/17/23 12:55,69.9,7/18/23 10:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM06,65.40,6/19/23 18:20,59.6,6/21/23 17:05,55.1,6/22/23 17:20,61.70,6/23/23 10:00,67.30,6/26/23 15:20,64.4,6/27/23 18:30,62.1,6/28/2023 13:30:00,66.70,6/29/23 18:00,67.30,7/3/23 16:30,63.6,7/5/23 10:40,67.70,7/6/23 17:30,61.7,7/7/23 18:00,68.7,7/10/23 17:35,67,7/11/12 15:20,,,69.40,7/13/23 18:25,68.70,7/17/23 12:55,64.6,7/18/23 17:55,,,65.80,7/20/23 14:45,66.90,7/24/23 16:35,,,,,68.50,7/27/23 16:30,48,7/31/23 17:30,46.5,8/1/23 16:20,46,8/2/23 9:35,,,,,,,,,,,,,,,,,
NM05,72.70,6/19/23 18:20,66.4,6/21/23 17:05,63.2,6/22/23 17:20,70.90,6/23/23 10:00,79.30,6/26/23 15:20,75.1,6/27/23 18:30,72.4,6/28/2023 13:30:00,78.70,6/29/23 18:00,83.00,7/3/23 16:30,75.2,7/5/23 10:40,79.40,7/6/23 17:30,74.7,7/7/23 18:00,79.7,7/10/23 17:35,75.8,7/11/12 15:20,,,76.00,7/13/23 18:25,79.90,7/17/23 12:55,74,7/18/23 17:55,,,75.70,7/20/23 14:45,78.20,7/24/23 16:35,,,,,75.20,7/27/23 16:30,74.90,7/31/23 17:30,71.3,8/1/23 16:20,,,73,8/3/23 16:00,77.20,8/7/23 11:30,,,,,73.2,8/10/23 17:30,76.7,8/14/23 16:30,74.2,8/15/23 9:10,,,
NM04,68.50,6/19/23 18:20,63,6/21/23 17:05,58.6,6/22/23 17:20,65.70,6/23/23 10:00,70.70,6/26/23 15:20,66.7,6/27/23 18:30,63.5,6/28/2023 13:30:00,68.30,6/29/23 18:00,70.30,7/3/23 16:30,66.8,7/5/23 10:40,71.30,7/6/23 17:30,66.2,7/7/23 18:00,72,7/10/23 17:35,69.4,7/11/12 15:20,,,69.30,7/13/23 18:25,71.10,7/17/23 12:55,68,7/18/23 17:55,,,70.10,7/20/23 14:45,70.60,7/24/23 16:35,,,,,71.30,7/27/23 16:30,70.90,7/31/23 17:30,68.8,8/1/23 16:20,,,71.7,8/3/23 16:00,71.90,8/7/23 11:30,,,,,67.5,8/10/23 17:30,50.5,8/14/23 16:30,49.9,8/15/23 17:30,49.5,8/16/23 11:14,
NM03,67.40,6/19/23 18:20,62.7,6/21/23 17:05,58.8,6/22/23 17:20,65.90,6/23/23 10:00,71.30,6/26/23 15:20,65.6,6/27/23 18:30,62.6,6/28/2023 13:30:00,66.40,6/29/23 18:00,69.30,7/3/23 16:30,64.2,7/5/23 10:40,67.90,7/6/23 17:30,62.3,7/7/23 18:00,70,7/10/23 17:35,67.4,7/11/12 15:20,,,67.80,7/13/23 18:25,70.00,7/17/23 12:55,66.5,7/18/23 17:55,,,67.70,7/20/23 14:45,68.90,7/24/23 16:35,67.6,7/25/23 10:01,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM02,69.20,6/19/23 18:20,62.7,6/21/23 17:05,59,6/22/23 17:20,66.30,6/23/23 10:00,72.60,6/26/23 15:20,68.3,6/27/23 18:30,64.8,6/28/2023 14:00:00,70.40,6/29/23 18:00,73.00,7/3/23 16:30,65.8,7/5/23 10:40,69.90,7/6/23 17:30,65.1,7/7/23 18:00,71.6,7/10/23 17:35,69.1,7/11/12 15:20,,,71.70,7/13/23 18:25,74.90,7/17/23 12:55,68.8,7/18/23 17:55,,,69.40,7/20/23 14:45,70.80,7/24/23 16:35,,,,,72.00,7/27/23 16:30,71.80,7/31/23 17:30,68.8,8/1/23 16:20,,,71.5,8/3/23 16:00,74.30,8/7/23 11:30,70.6,8/8/23 9:12,,,,,,,,,,,
NM01,66.30,6/19/23 18:20,58.7,6/21/23 17:05,53.9,6/22/23 17:20,60.60,6/23/23 10:00,67.70,6/26/23 15:20,64.1,6/27/23 18:30,61.1,6/28/2023 14:00:00,66.10,6/29/23 18:00,67.20,7/3/23 16:30,60.4,7/5/23 10:40,65.40,7/6/23 17:30,61.2,7/7/23 14:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S+T14,76.10,6/19/23 18:20,68.5,6/21/23 17:05,64.9,6/22/23 17:20,70.90,6/23/23 10:00,80.00,6/26/23 15:20,71.9,6/27/23 18:30,68.4,6/28/2023 18:20:00,75.10,6/29/23 18:00,79.70,7/3/23 16:30,72.5,7/5/23 10:40,77.30,7/6/23 17:30,72.9,7/7/23 18:00,78.6,7/10/23 17:35,74.8,7/11/12 15:20,,,75.10,7/13/23 18:25,58.5,7/17/23 12:55,52.5,7/18/23 17:55,49.3,7/19/23 15:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S+T13,64.90,6/19/23 18:20,60.4,6/21/23 17:05,56.8,6/22/23 17:20,64.30,6/23/23 10:00,70.80,6/26/23 15:20,65.3,6/27/23 18:30,60.6,6/28/2023 18:20:00,65.90,6/29/23 18:00,67.70,7/3/23 16:30,63.5,7/5/23 10:40,68.80,7/6/23 17:30,64,7/7/23 18:00,70,7/10/23 17:35,67.3,7/11/12 15:20,,,69.00,7/13/23 18:25,69.50,7/17/23 12:55,65.4,7/18/23 17:55,,,66.80,7/20/23 14:45,68.80,7/24/23 16:35,,,,,66.10,7/27/23 16:30,66.60,7/31/23 17:35,65.2,8/1/23 16:20,,,70.8,8/3/23 16:00,76.60,8/7/23 11:30,,,,,70.8,8/10/23 17:30,49.6,8/14/23 16:30,46.8,8/15/23 17:30,46.4,8/16/23 15:31,
S+T12,67.20,6/19/23 18:20,61.7,6/21/23 17:05,58.1,6/22/23 17:20,65.10,6/23/23 10:00,74.10,6/26/23 15:20,70,6/27/23 18:30,66,6/28/2023 18:20:00,72.00,6/29/23 18:00,74.20,7/3/23 16:30,66.9,7/5/23 10:40,70.40,7/6/23 17:30,65.8,7/7/23 15:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S+T11,68.30,6/19/23 18:20,61.9,6/21/23 17:05,58,6/22/23 17:20,64.90,6/23/23 10:00,72.60,6/26/23 15:20,68,6/27/23 18:30,64,6/28/2023 18:20:00,69.40,6/29/23 18:00,71.80,7/3/23 16:30,65.4,7/5/23 10:40,69.60,7/6/23 17:30,64.6,7/7/23 18:00,71.5,7/10/23 17:35,68.5,7/11/12 15:20,,,69.90,7/13/23 18:25,73.10,7/17/23 12:55,68.1,7/18/23 17:55,,,69.60,7/20/23 14:45,71.90,7/24/23 16:35,,,,,69.00,7/27/23 16:30,71.00,7/31/23 17:35,67.8,8/1/23 16:20,,,69,8/3/23 16:00,72.60,8/7/23 11:30,68.5,8/8/23 15:30,,,,,,,,,,,
S+T10,69.60,6/19/23 18:20,64.1,6/21/23 17:05,60,6/22/23 17:20,67.10,6/23/23 10:30,75.10,6/26/23 15:20,70.4,6/27/23 18:30,66.4,6/28/2023 18:20:00,72.10,6/29/23 18:00,73.90,7/3/23 16:30,66.8,7/5/23 10:40,70.00,7/6/23 17:30,64.6,7/7/23 18:00,50.9,7/10/23 17:35,49.6,7/11/12 15:20,48.6,7/12/23 17:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S+T09,96.50,6/19/23 18:20,88.2,6/21/23 17:05,84.2,6/22/23 17:20,91.40,6/23/23 10:30,100.10,6/26/23 15:20,95.8,6/27/23 18:30,92.4,6/28/2023 18:20:00,98.90,6/29/23 18:00,104.00,7/3/23 16:30,97,7/5/23 10:40,101.70,7/6/23 17:30,97.7,7/7/23 18:00,104.3,7/10/23 17:35,100.4,7/11/12 15:20,,,101.00,7/13/23 18:25,105.00,7/17/23 12:55,99.4,7/18/23 17:55,,,100.90,7/20/23 14:45,102.60,7/24/23 16:35,,,,,98.80,7/27/23 16:30,78.5,7/31/23 17:35,73.4,8/1/23 16:20,70,8/2/23 11:09,,,,,,,,,,,,,,,,,
S+T07,64.20,6/19/23 18:20,58.7,6/21/23 17:05,55.2,6/22/23 17:20,62.70,6/23/23 10:30,70.30,6/26/23 15:20,65.6,6/27/23 18:30,61.9,6/28/2023 18:20:00,67.50,6/29/23 18:00,68.20,7/3/23 16:30,60.8,7/5/23 10:40,64.20,7/6/23 17:30,59,7/7/23 18:00,64.6,7/10/23 17:35,62.4,7/11/12 15:20,,,65.30,7/13/23 18:25,67.40,7/17/23 12:55,61.8,7/18/23 17:55,,,61.90,7/20/23 14:45,63.80,7/24/23 16:35,,,,,64.90,7/27/23 16:30,65.20,7/31/23 17:35,61.6,8/1/23 16:20,,,60.1,8/3/23 16:00,63.90,8/7/23 11:30,,,,,64.2,8/10/23 17:30,45,8/14/23 16:30,44,8/15/23 17:30,43.7,8/16/23 12:05,
S+T05,65.20,6/19/23 18:20,60,6/21/23 17:05,56,6/22/23 17:20,62.70,6/23/23 10:30,71.30,6/26/23 15:20,66.7,6/27/23 18:30,62.9,6/28/2023 18:20:00,68.60,6/29/23 18:00,71.50,7/3/23 16:30,63.6,7/5/23 10:40,67.50,7/6/23 17:30,62.6,7/7/23 18:00,68,7/10/23 17:35,64.7,7/11/12 15:20,,,66.20,7/13/23 18:25,69.10,7/17/23 12:55,65,7/18/23 17:55,,,66.30,7/20/23 14:45,67.40,7/24/23 16:35,64.6,7/25/23 10:44,,,,,,,,,,,,,,,,,,,,,,,,,,,
S+T04,70.00,6/19/23 18:20,64.9,6/21/23 17:05,61.3,6/22/23 17:20,68.70,6/23/23 11:00,75.40,6/26/23 15:20,70,6/27/23 18:30,66.2,6/28/2023 18:20:00,71.60,6/29/23 18:00,74.20,7/3/23 16:30,68.2,7/5/23 10:40,72.50,7/6/23 17:30,67.2,7/7/23 18:00,74.2,7/10/23 17:35,71.6,7/11/12 15:20,,,73.80,7/13/23 18:25,75.70,7/17/23 12:55,70.5,7/18/23 17:55,,,72.00,7/20/23 14:45,73.50,7/24/23 16:35,,,,,72.10,7/27/23 16:30,73.10,7/31/23 17:35,71.1,8/1/23 10:08,,,,,,,,,,,,,,,,,,,
S+T03,61.50,6/19/23 18:20,55.4,6/21/23 17:05,50.7,6/22/23 17:20,57.40,6/23/23 11:00,65.50,6/26/23 15:20,61,6/27/23 18:30,56.6,6/28/2023 18:20:00,61.50,6/29/23 18:00,64.90,7/3/23 16:30,59.7,7/5/23 10:40,63.10,7/6/23 17:30,57.1,7/7/23 18:00,63.8,7/10/23 17:35,61,7/11/12 15:20,,,60.40,7/13/23 18:25,63.20,7/17/23 12:55,61,7/18/23 15:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S+T02,67.00,6/19/23 18:20,60.8,6/21/23 17:05,56.3,6/22/23 17:20,62.70,6/23/23 11:00,71.60,6/26/23 15:20,68.2,6/27/23 18:30,64.4,6/28/2023 18:20:00,70.00,6/29/23 18:00,71.10,7/3/23 16:30,65.5,7/5/23 10:40,67.90,7/6/23 17:30,61.6,7/7/23 18:00,69.1,7/10/23 17:35,63.9,7/11/12 15:20,,,66.50,7/13/23 18:25,70.00,7/17/23 12:55,66.7,7/18/23 17:55,,,67.70,7/20/23 14:45,68.70,7/24/23 16:35,67.4,7/25/23 12:18,,,,,,,,,,,,,,,,,,,,,,,,,,,
S+T01,65.10,6/19/23 18:20,58.9,6/21/23 17:05,54.7,6/22/23 17:20,60.80,6/23/23 11:00,69.20,6/26/23 15:20,64.8,6/27/23 18:30,61,6/28/2023 18:20:00,66.70,6/29/23 18:00,69.30,7/3/23 16:30,61.7,7/5/23 10:40,65.70,7/6/23 17:30,60.9,7/7/23 18:00,67.6,7/10/23 17:35,64.7,7/11/12 15:20,,,66.70,7/13/23 18:25,71.70,7/17/23 12:55,66.4,7/18/23 17:55,,,68.40,7/20/23 14:45,50.8,7/24/23 16:35,47.4,7/25/23 17:50,46.7,7/26/23 10:12,,,,,,,,,,,,,,,,,,,,,,,,,
TC08,68.10,6/19/23 18:20,62.2,6/21/23 17:05,57.8,6/22/23 17:20,64.70,6/23/23 11:30,70.10,6/26/23 15:20,67,6/27/23 18:30,63.9,6/28/2023 18:20:00,69.50,6/29/23 18:00,72.10,7/3/23 16:30,66.2,7/5/23 10:40,70.00,7/6/23 17:30,64.4,7/7/23 18:00,71.5,7/10/23 17:35,69.4,7/11/12 15:20,,,71.40,7/13/23 18:25,72.90,7/17/23 12:55,68.3,7/18/23 18:00,,,69.10,7/20/23 14:45,71.10,7/24/23 16:35,69,7/25/23 14:05,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC09,67.50,6/19/23 18:20,62.3,6/21/23 17:05,58.5,6/22/23 17:20,64.50,6/23/23 11:30,70.90,6/26/23 15:20,66.1,6/27/23 18:30,62,6/28/2023 18:20:00,67.30,6/29/23 18:00,69.10,7/3/23 16:30,64.1,7/5/23 10:40,68.30,7/6/23 17:30,62.7,7/7/23 18:00,69.6,7/10/23 17:35,67.2,7/11/12 15:20,,,68.70,7/13/23 18:25,70.10,7/17/23 12:55,48.6,7/18/23 18:00,,,57.40,7/20/23 14:45,69.90,7/24/23 16:35,,,,,68.10,7/27/23 16:30,69.50,7/31/23 17:35,66.8,8/1/23 16:20,,,68,8/3/23 16:00,70.50,8/7/23 11:30,,,,,66,8/10/23 17:30,69.1,8/14/23 16:30,67.8,8/15/23 14:15,,,
TC10,,,56.5,6/21/23 17:05,55.1,6/22/23 17:20,61.90,6/23/23 11:30,74.00,6/26/23 15:20,70.4,6/27/23 18:30,67,6/28/2023 18:20:00,73.30,6/29/23 18:00,76.30,7/3/23 16:30,69,7/5/23 10:40,73.00,7/6/23 17:30,68.4,7/7/23 18:00,73.8,7/10/23 17:35,70,7/11/12 15:20,,,69.70,7/13/23 18:25,71.10,7/17/23 12:55,64.6,7/18/23 18:00,,,64.40,7/20/23 14:45,65.20,7/24/23 16:35,,,,,63.90,7/27/23 16:30,44.9,7/31/23 17:35,42.9,8/1/23 16:20,36.6,8/2/23 12:53,,,,,,,,,,,,,,,,,
TC11,65.80,6/19/23 18:20,59.5,6/21/23 17:05,55.1,6/22/23 17:20,62.10,6/23/23 11:30,68.30,6/26/23 15:20,65.8,6/27/23 18:30,62.9,6/28/2023 18:20:00,69.00,6/29/23 18:00,70.10,7/3/23 16:30,64.6,7/5/23 10:40,67.80,7/6/23 17:30,61.8,7/7/23 18:00,69.3,7/10/23 17:35,67.1,7/11/12 15:20,,,69.50,7/13/23 18:25,50,7/17/23 12:55,48,7/18/23 18:00,47.5,7/19/23 12:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC12,66.70,6/19/23 18:20,62.4,6/21/23 17:05,59.1,6/22/23 17:20,66.60,6/23/23 11:30,73.30,6/26/23 15:20,68.6,6/27/23 18:30,64.3,6/28/2023 18:20:00,69.90,6/29/23 18:00,72.00,7/3/23 16:30,66.5,7/5/23 10:40,70.60,7/6/23 17:30,65.4,7/7/23 18:00,71.9,7/10/23 17:35,69.3,7/11/12 15:20,,,70.60,7/13/23 18:25,72.60,7/17/23 12:55,67.8,7/18/23 18:00,,,69.20,7/20/23 14:45,70.50,7/24/23 16:35,,,,,69.10,7/27/23 16:30,70.00,7/31/23 17:35,66.1,8/1/23 16:20,,,67.6,8/3/23 16:00,70.40,8/7/23 11:30,,,,,68.2,8/10/23 17:30,49.6,8/14/23 16:30,48.1,8/15/23 17:30,47.3,8/16/23 13:40,
TC13,71.90,6/19/23 18:20,65.5,6/21/23 17:05,62.1,6/22/23 17:20,69.30,6/23/23 11:30,78.60,6/26/23 15:20,74.2,6/27/23 18:30,70.3,6/28/2023 18:20:00,76.40,6/29/23 18:00,78.70,7/3/23 16:30,71.1,7/5/23 10:40,74.90,7/6/23 17:30,70.1,7/7/23 16:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC14,65.80,6/19/23 18:20,60,6/21/23 17:05,55.3,6/22/23 17:20,62.30,6/23/23 11:30,70.00,6/26/23 15:20,65.8,6/27/23 18:30,61.2,6/28/2023 18:20:00,65.60,6/29/23 18:00,70.00,7/3/23 16:30,67.2,7/5/23 10:40,71.60,7/6/23 17:30,66,7/7/23 18:00,71.3,7/10/23 17:35,68.8,7/11/12 15:20,,,67.90,7/13/23 18:25,70.00,7/17/23 12:55,67.3,7/18/23 15:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC01,70.20,6/19/23 18:20,63.9,6/21/23 17:05,60.9,6/22/23 17:20,68.40,6/23/23 11:30,77.40,6/26/23 15:20,73.3,6/27/23 18:30,70,6/28/2023 18:20:00,76.60,6/29/23 18:00,80.00,7/3/23 16:30,72.6,7/5/23 10:40,76.50,7/6/23 17:30,71.8,7/7/23 18:00,77.1,7/10/23 17:35,72.8,7/11/12 15:20,,,72.80,7/13/23 18:25,76.90,7/17/23 12:55,70.1,7/18/23 18:00,,,71.00,7/20/23 14:45,72.70,7/24/23 16:35,69,7/25/23 15:27,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC02,65.20,6/19/23 18:20,59.2,6/21/23 17:05,55.6,6/22/23 17:20,62.80,6/23/23 12:00,71.60,6/26/23 15:20,67.6,6/27/23 18:30,63.9,6/28/2023 18:20:00,70.00,6/29/23 18:00,71.60,7/3/23 16:30,64.1,7/5/23 10:40,67.20,7/6/23 17:30,62,7/7/23 18:00,68,7/10/23 17:35,64.9,7/11/12 15:20,,,65.20,7/13/23 18:25,67.40,7/17/23 12:55,45.2,7/18/23 18:00,,,54.00,7/20/23 14:45,66.70,7/24/23 16:35,,,,,65.40,7/27/23 16:30,66.50,7/31/23 17:35,63,8/1/23 16:20,,,62.5,8/3/23 16:00,66.20,8/7/23 11:30,63.5,8/8/23 9:40,,,,,,,,,,,
TC03,69.20,6/19/23 18:20,61.3,6/21/23 17:05,56.9,6/22/23 17:20,63.40,6/23/23 12:00,70.40,6/26/23 15:20,66.2,6/27/23 18:30,62.1,6/28/2023 18:20:00,67.50,6/29/23 18:00,68.60,7/3/23 16:30,65.9,7/5/23 10:40,71.60,7/6/23 17:30,67,7/7/23 18:00,50.3,7/10/23 17:35,48.8,7/11/12 15:20,48.3,7/12/23 11:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC04,70.10,6/19/23 18:20,63,6/21/23 17:05,59.6,6/22/23 17:20,66.70,6/23/23 12:00,74.80,6/26/23 15:20,70,6/27/23 18:30,65.9,6/28/2023 18:20:00,71.80,6/29/23 18:00,75.60,7/3/23 16:30,69,7/5/23 10:40,72.40,7/6/23 17:30,67.2,7/7/23 18:00,74.3,7/10/23 17:45,71,7/11/12 15:30,,,70.70,7/13/23 18:25,73.30,7/17/23 12:55,68.7,7/18/23 18:00,,,69.70,7/20/23 14:45,72.00,7/24/23 16:35,,,,,69.50,7/27/23 16:30,71.80,7/31/23 17:35,68.6,8/1/23 16:20,,,68.5,8/3/23 16:00,71.70,8/7/23 11:30,,,,,68.4,8/10/23 17:30,51.5,8/14/23 16:30,50,8/15/23 17:30,49.4,8/16/23 11:42,
TC05,65.30,6/19/23 18:20,51.7,6/21/23 17:05,49,6/22/23 17:20,57.30,6/23/23 12:00,70.00,6/26/23 15:20,66.5,6/27/23 18:30,62.8,6/28/2023 18:20:00,68.60,6/29/23 18:00,71.50,7/3/23 16:30,65.7,7/5/23 10:40,69.30,7/6/23 17:30,63.8,7/7/23 18:00,70.1,7/10/23 17:45,67.2,7/11/12 15:30,,,67.10,7/13/23 18:25,69.10,7/17/23 12:55,63.1,7/18/23 18:00,,,64.40,7/20/23 14:45,67.40,7/24/23 16:35,,,,,66.60,7/27/23 16:30,68.10,7/31/23 17:35,66.3,8/1/23 10:30,,,,,,,,,,,,,,,,,,,
TC06,68.50,6/19/23 18:20,63,6/21/23 17:05,59.7,6/22/23 17:20,67.00,6/23/23 12:30,76.10,6/26/23 15:20,71.9,6/27/23 18:30,67.5,6/28/2023 18:20:00,73.20,6/29/23 18:00,73.90,7/3/23 16:30,66.6,7/5/23 10:40,69.10,7/6/23 17:30,63.6,7/7/23 18:00,70.5,7/10/23 17:45,68.4,7/11/12 15:30,,,70.60,7/13/23 18:25,72.80,7/17/23 12:55,68.1,7/18/23 18:00,,,68.40,7/20/23 14:45,70.00,7/24/23 16:35,,,,,71.30,7/27/23 16:30,71.20,7/31/23 17:35,68.5,8/1/23 16:20,,,69.2,8/3/23 16:00,51.5,8/7/23 11:30,49.9,8/8/23 17:30,49.5,8/9/23 13:02,,,,,,,,,
TC07,70.30,6/19/23 18:20,62.1,6/21/23 17:05,58.4,6/22/23 17:20,64.40,6/23/23 12:30,72.70,6/26/23 15:20,68.3,6/27/23 18:30,64.3,6/28/2023 18:20:00,70.80,6/29/23 18:00,74.30,7/3/23 16:30,66.9,7/5/23 10:40,71.20,7/6/23 17:30,66.8,7/7/23 18:00,73.1,7/10/23 17:45,69.1,7/11/12 15:30,,,70.00,7/13/23 18:25,74.60,7/17/23 12:55,69,7/18/23 18:00,,,70.60,7/20/23 14:45,72.90,7/24/23 16:35,,,,,69.30,7/27/23 16:30,67.50,7/31/23 17:35,64,8/1/23 16:20,,,66.6,8/3/23 16:00,51,8/7/23 11:30,46.8,8/8/23 17:30,45.8,8/9/23 13:16,,,,,,,,,
SP08,68.30,6/19/23 18:20,60.8,6/21/23 17:05,56.8,6/22/23 17:20,62.50,6/23/23 14:24,70.00,6/26/23 15:30,66.7,6/27/23 18:30,63.6,6/28/2023 18:20:00,69.60,6/29/23 18:00,70.70,7/3/23 16:30,65.2,7/5/23 10:50,69.10,7/6/23 17:40,63.5,7/7/23 18:00,69.6,7/10/23 17:45,67.9,7/11/12 15:30,,,71.40,7/13/23 18:25,72.40,7/17/23 12:55,66.4,7/18/23 18:00,,,66.10,7/20/23 14:45,69.20,7/24/23 16:40,,,,,73.70,7/27/23 16:30,75.10,7/31/23 17:35,70.5,8/1/23 16:20,,,69.3,8/3/23 16:00,70.40,8/7/23 11:30,67.6,8/8/23 11:50,,,,,,,,,,,
SP09,68.20,6/19/23 18:20,61.9,6/21/23 17:05,57.8,6/22/23 17:20,63.80,6/23/23 14:24,70.70,6/26/23 15:30,66.6,6/27/23 18:30,62.7,6/28/2023 18:20:00,68.60,6/29/23 18:00,74.80,7/3/23 16:30,71,7/5/23 10:50,75.70,7/6/23 17:40,70.3,7/7/23 18:00,76.3,7/10/23 17:45,73.4,7/11/12 15:30,,,73.20,7/13/23 18:25,75.50,7/17/23 12:55,71.5,7/18/23 18:00,,,72.60,7/20/23 14:45,74.30,7/24/23 16:40,,,,,72.40,7/27/23 16:30,73.40,7/31/23 17:35,71.2,8/1/23 16:20,,,73.1,8/3/23 16:00,54.7,8/7/23 11:30,52.7,8/8/23 17:30,51.9,8/9/23 16:22,,,,,,,,,
